,height,width,xmin,ymin,xmax,ymax,label
16418.png,30.0,8.0,52.0,13.0,60.0,43.0,1.0
16419.png,23.0,13.0,29.0,9.0,42.0,32.0,9.0
16419.png,23.0,11.0,38.0,9.0,49.0,32.0,9.0
16420.png,36.0,13.0,29.0,3.0,42.0,39.0,1.0
16420.png,36.0,18.0,45.0,2.0,63.0,38.0,2.0
16421.png,14.0,8.0,12.0,2.0,20.0,16.0,2.0
16421.png,14.0,8.0,20.0,1.0,28.0,15.0,3.0
16421.png,14.0,8.0,29.0,1.0,37.0,15.0,4.0
16421.png,14.0,8.0,36.0,1.0,44.0,15.0,10.0
16422.png,28.0,27.0,71.0,36.0,98.0,64.0,2.0
16422.png,28.0,13.0,95.0,39.0,108.0,67.0,1.0
16422.png,28.0,27.0,104.0,29.0,131.0,57.0,9.0
16423.png,39.0,20.0,31.0,1.0,51.0,40.0,2.0
16423.png,39.0,20.0,54.0,1.0,74.0,40.0,5.0
16423.png,39.0,24.0,75.0,2.0,99.0,41.0,6.0
16424.png,11.0,6.0,12.0,1.0,18.0,12.0,6.0
16425.png,33.0,23.0,43.0,19.0,66.0,52.0,6.0
16425.png,33.0,26.0,54.0,1.0,80.0,34.0,10.0
16426.png,21.0,12.0,55.0,16.0,67.0,37.0,6.0
16426.png,21.0,11.0,67.0,16.0,78.0,37.0,3.0
16426.png,21.0,14.0,77.0,17.0,91.0,38.0,5.0
16427.png,29.0,14.0,33.0,7.0,47.0,36.0,3.0
16427.png,29.0,17.0,57.0,2.0,74.0,31.0,4.0
16428.png,26.0,14.0,37.0,8.0,51.0,34.0,2.0
16428.png,26.0,14.0,58.0,11.0,72.0,37.0,5.0
16428.png,26.0,13.0,71.0,10.0,84.0,36.0,5.0
16429.png,37.0,16.0,56.0,13.0,72.0,50.0,2.0
16429.png,37.0,20.0,74.0,15.0,94.0,52.0,6.0
16430.png,32.0,19.0,41.0,8.0,60.0,40.0,2.0
16430.png,32.0,19.0,58.0,9.0,77.0,41.0,3.0
16431.png,30.0,13.0,25.0,5.0,38.0,35.0,2.0
16431.png,30.0,15.0,38.0,4.0,53.0,34.0,4.0
16431.png,30.0,12.0,54.0,4.0,66.0,34.0,9.0
16432.png,28.0,13.0,28.0,6.0,41.0,34.0,7.0
16432.png,28.0,13.0,41.0,6.0,54.0,34.0,2.0
16433.png,42.0,13.0,35.0,3.0,48.0,45.0,5.0
16434.png,45.0,22.0,79.0,23.0,101.0,68.0,2.0
16434.png,45.0,24.0,101.0,24.0,125.0,69.0,2.0
16434.png,45.0,22.0,125.0,25.0,147.0,70.0,4.0
16435.png,34.0,10.0,36.0,10.0,46.0,44.0,1.0
16435.png,34.0,13.0,46.0,8.0,59.0,42.0,3.0
16435.png,34.0,16.0,59.0,5.0,75.0,39.0,6.0
16436.png,39.0,17.0,43.0,8.0,60.0,47.0,3.0
16436.png,39.0,18.0,63.0,10.0,81.0,49.0,6.0
16437.png,33.0,13.0,12.0,9.0,25.0,42.0,5.0
16438.png,27.0,10.0,39.0,12.0,49.0,39.0,2.0
16438.png,27.0,8.0,49.0,12.0,57.0,39.0,5.0
16438.png,27.0,10.0,57.0,13.0,67.0,40.0,6.0
16439.png,50.0,38.0,38.0,3.0,76.0,53.0,2.0
16439.png,50.0,34.0,77.0,7.0,111.0,57.0,2.0
16440.png,28.0,12.0,24.0,3.0,36.0,31.0,7.0
16440.png,28.0,11.0,34.0,2.0,45.0,30.0,10.0
16441.png,25.0,13.0,28.0,7.0,41.0,32.0,3.0
16441.png,25.0,6.0,41.0,6.0,47.0,31.0,1.0
16442.png,19.0,9.0,22.0,5.0,31.0,24.0,2.0
16442.png,19.0,9.0,32.0,4.0,41.0,23.0,4.0
16442.png,19.0,9.0,42.0,3.0,51.0,22.0,4.0
16443.png,34.0,20.0,25.0,5.0,45.0,39.0,4.0
16443.png,34.0,11.0,45.0,4.0,56.0,38.0,1.0
16444.png,75.0,42.0,109.0,25.0,151.0,100.0,7.0
16444.png,75.0,27.0,147.0,23.0,174.0,98.0,1.0
16445.png,43.0,23.0,41.0,7.0,64.0,50.0,1.0
16445.png,43.0,30.0,62.0,7.0,92.0,50.0,10.0
16445.png,43.0,31.0,89.0,10.0,120.0,53.0,2.0
16446.png,45.0,12.0,65.0,21.0,77.0,66.0,1.0
16446.png,45.0,16.0,76.0,17.0,92.0,62.0,6.0
16446.png,45.0,18.0,92.0,16.0,110.0,61.0,2.0
16447.png,22.0,9.0,53.0,17.0,62.0,39.0,1.0
16447.png,22.0,7.0,62.0,14.0,69.0,36.0,1.0
16447.png,22.0,12.0,67.0,16.0,79.0,38.0,4.0
16448.png,18.0,9.0,25.0,5.0,34.0,23.0,8.0
16448.png,18.0,10.0,33.0,6.0,43.0,24.0,8.0
16449.png,19.0,10.0,43.0,9.0,53.0,28.0,5.0
16450.png,23.0,12.0,23.0,9.0,35.0,32.0,1.0
16450.png,23.0,14.0,33.0,8.0,47.0,31.0,7.0
16450.png,23.0,14.0,47.0,11.0,61.0,34.0,9.0
16450.png,23.0,15.0,61.0,10.0,76.0,33.0,5.0
16451.png,36.0,12.0,37.0,7.0,49.0,43.0,2.0
16451.png,36.0,8.0,47.0,8.0,55.0,44.0,10.0
16452.png,39.0,20.0,49.0,13.0,69.0,52.0,7.0
16452.png,39.0,25.0,68.0,11.0,93.0,50.0,4.0
16453.png,23.0,12.0,22.0,2.0,34.0,25.0,2.0
16453.png,23.0,12.0,32.0,1.0,44.0,24.0,5.0
16453.png,23.0,10.0,44.0,1.0,54.0,24.0,7.0
16454.png,17.0,7.0,16.0,3.0,23.0,20.0,1.0
16454.png,17.0,11.0,23.0,4.0,34.0,21.0,9.0
16455.png,44.0,16.0,57.0,10.0,73.0,54.0,2.0
16455.png,44.0,22.0,71.0,8.0,93.0,52.0,10.0
16456.png,40.0,15.0,32.0,3.0,47.0,43.0,1.0
16456.png,40.0,23.0,45.0,1.0,68.0,41.0,4.0
16457.png,14.0,9.0,14.0,3.0,23.0,17.0,8.0
16457.png,14.0,10.0,22.0,4.0,32.0,18.0,4.0
16458.png,12.0,7.0,17.0,5.0,24.0,17.0,2.0
16458.png,12.0,5.0,24.0,5.0,29.0,17.0,7.0
16458.png,12.0,4.0,29.0,4.0,33.0,16.0,8.0
16459.png,14.0,6.0,15.0,1.0,21.0,15.0,2.0
16459.png,14.0,11.0,21.0,1.0,32.0,15.0,6.0
16460.png,71.0,37.0,48.0,6.0,85.0,77.0,1.0
16460.png,71.0,41.0,92.0,1.0,133.0,72.0,9.0
16460.png,71.0,31.0,137.0,6.0,168.0,77.0,7.0
16461.png,26.0,21.0,188.0,79.0,209.0,105.0,9.0
16461.png,26.0,21.0,204.0,82.0,225.0,108.0,10.0
16462.png,25.0,25.0,157.0,39.0,182.0,64.0,4.0
16462.png,25.0,22.0,175.0,19.0,197.0,44.0,9.0
16463.png,11.0,6.0,13.0,2.0,19.0,13.0,2.0
16463.png,11.0,7.0,19.0,2.0,26.0,13.0,2.0
16464.png,34.0,21.0,51.0,16.0,72.0,50.0,2.0
16464.png,34.0,25.0,74.0,16.0,99.0,50.0,4.0
16465.png,25.0,10.0,30.0,8.0,40.0,33.0,1.0
16465.png,25.0,6.0,40.0,7.0,46.0,32.0,1.0
16466.png,41.0,15.0,153.0,31.0,168.0,72.0,1.0
16466.png,41.0,22.0,161.0,28.0,183.0,69.0,5.0
16466.png,41.0,22.0,181.0,33.0,203.0,74.0,7.0
16467.png,44.0,16.0,38.0,1.0,54.0,45.0,1.0
16467.png,44.0,16.0,51.0,4.0,67.0,48.0,1.0
16467.png,44.0,22.0,65.0,2.0,87.0,46.0,10.0
16468.png,25.0,11.0,26.0,4.0,37.0,29.0,2.0
16468.png,25.0,10.0,38.0,3.0,48.0,28.0,8.0
16469.png,20.0,7.0,31.0,10.0,38.0,30.0,5.0
16469.png,20.0,8.0,39.0,12.0,47.0,32.0,6.0
16470.png,35.0,19.0,74.0,33.0,93.0,68.0,3.0
16470.png,35.0,21.0,92.0,30.0,113.0,65.0,4.0
16471.png,61.0,33.0,65.0,8.0,98.0,69.0,2.0
16471.png,61.0,28.0,99.0,11.0,127.0,72.0,1.0
16472.png,18.0,14.0,20.0,1.0,34.0,19.0,6.0
16472.png,18.0,7.0,34.0,2.0,41.0,20.0,1.0
16473.png,70.0,36.0,116.0,26.0,152.0,96.0,8.0
16473.png,70.0,40.0,143.0,9.0,183.0,79.0,2.0
16474.png,51.0,27.0,66.0,8.0,93.0,59.0,5.0
16474.png,51.0,28.0,92.0,7.0,120.0,58.0,3.0
16475.png,24.0,8.0,34.0,3.0,42.0,27.0,6.0
16475.png,24.0,9.0,42.0,3.0,51.0,27.0,8.0
16476.png,17.0,6.0,19.0,4.0,25.0,21.0,2.0
16476.png,17.0,9.0,24.0,4.0,33.0,21.0,3.0
16476.png,17.0,10.0,31.0,3.0,41.0,20.0,9.0
16477.png,25.0,12.0,25.0,1.0,37.0,26.0,4.0
16478.png,38.0,9.0,33.0,3.0,42.0,41.0,2.0
16478.png,38.0,8.0,38.0,3.0,46.0,41.0,1.0
16479.png,24.0,15.0,22.0,1.0,37.0,25.0,3.0
16479.png,24.0,10.0,37.0,1.0,47.0,25.0,1.0
16480.png,45.0,35.0,43.0,14.0,78.0,59.0,1.0
16480.png,45.0,32.0,74.0,9.0,106.0,54.0,8.0
16481.png,23.0,7.0,41.0,7.0,48.0,30.0,1.0
16481.png,23.0,13.0,48.0,5.0,61.0,28.0,6.0
16481.png,23.0,15.0,58.0,6.0,73.0,29.0,10.0
16482.png,34.0,17.0,40.0,6.0,57.0,40.0,1.0
16483.png,12.0,5.0,20.0,7.0,25.0,19.0,1.0
16483.png,12.0,5.0,24.0,7.0,29.0,19.0,2.0
16483.png,12.0,7.0,29.0,8.0,36.0,20.0,5.0
16484.png,81.0,37.0,64.0,1.0,101.0,82.0,3.0
16484.png,81.0,42.0,103.0,1.0,145.0,82.0,2.0
16485.png,16.0,8.0,24.0,5.0,32.0,21.0,2.0
16485.png,16.0,8.0,33.0,3.0,41.0,19.0,3.0
16485.png,16.0,8.0,40.0,5.0,48.0,21.0,6.0
16485.png,16.0,9.0,48.0,4.0,57.0,20.0,3.0
16486.png,44.0,12.0,43.0,12.0,55.0,56.0,1.0
16486.png,44.0,22.0,57.0,10.0,79.0,54.0,10.0
16487.png,20.0,10.0,15.0,4.0,25.0,24.0,4.0
16487.png,20.0,10.0,22.0,3.0,32.0,23.0,6.0
16488.png,61.0,36.0,78.0,21.0,114.0,82.0,4.0
16488.png,61.0,33.0,134.0,20.0,167.0,81.0,3.0
16489.png,16.0,11.0,22.0,5.0,33.0,21.0,6.0
16490.png,36.0,16.0,29.0,4.0,45.0,40.0,9.0
16491.png,21.0,14.0,40.0,15.0,54.0,36.0,8.0
16491.png,21.0,12.0,55.0,16.0,67.0,37.0,7.0
16492.png,14.0,5.0,13.0,1.0,18.0,15.0,1.0
16492.png,14.0,7.0,18.0,1.0,25.0,15.0,2.0
16492.png,14.0,9.0,24.0,2.0,33.0,16.0,8.0
16493.png,21.0,10.0,23.0,7.0,33.0,28.0,5.0
16494.png,24.0,14.0,23.0,2.0,37.0,26.0,4.0
16494.png,24.0,13.0,36.0,1.0,49.0,25.0,7.0
16495.png,36.0,22.0,49.0,16.0,71.0,52.0,2.0
16495.png,36.0,23.0,69.0,16.0,92.0,52.0,9.0
16496.png,40.0,26.0,80.0,14.0,106.0,54.0,2.0
16496.png,40.0,21.0,120.0,13.0,141.0,53.0,7.0
16496.png,40.0,25.0,154.0,14.0,179.0,54.0,7.0
16497.png,115.0,63.0,107.0,14.0,170.0,129.0,3.0
16497.png,115.0,74.0,206.0,12.0,280.0,127.0,8.0
16498.png,20.0,12.0,25.0,5.0,37.0,25.0,8.0
16498.png,20.0,6.0,39.0,5.0,45.0,25.0,1.0
16499.png,63.0,19.0,53.0,10.0,72.0,73.0,1.0
16499.png,63.0,29.0,74.0,8.0,103.0,71.0,7.0
16500.png,22.0,13.0,28.0,5.0,41.0,27.0,5.0
16500.png,22.0,12.0,41.0,4.0,53.0,26.0,4.0
16501.png,17.0,10.0,17.0,4.0,27.0,21.0,9.0
16501.png,17.0,7.0,29.0,6.0,36.0,23.0,2.0
16502.png,28.0,8.0,23.0,3.0,31.0,31.0,1.0
16502.png,28.0,13.0,34.0,5.0,47.0,33.0,7.0
16503.png,22.0,8.0,26.0,9.0,34.0,31.0,1.0
16503.png,22.0,10.0,34.0,10.0,44.0,32.0,5.0
16503.png,22.0,11.0,43.0,11.0,54.0,33.0,1.0
16504.png,31.0,19.0,24.0,2.0,43.0,33.0,9.0
16505.png,31.0,14.0,43.0,11.0,57.0,42.0,2.0
16505.png,31.0,13.0,55.0,11.0,68.0,42.0,7.0
16506.png,31.0,18.0,30.0,8.0,48.0,39.0,8.0
16507.png,27.0,12.0,33.0,8.0,45.0,35.0,5.0
16508.png,46.0,21.0,155.0,21.0,176.0,67.0,3.0
16508.png,46.0,19.0,178.0,25.0,197.0,71.0,10.0
16509.png,45.0,20.0,76.0,31.0,96.0,76.0,2.0
16509.png,45.0,17.0,108.0,26.0,125.0,71.0,8.0
16510.png,21.0,11.0,21.0,6.0,32.0,27.0,3.0
16510.png,21.0,6.0,33.0,4.0,39.0,25.0,1.0
16511.png,41.0,25.0,54.0,8.0,79.0,49.0,1.0
16512.png,24.0,8.0,52.0,19.0,60.0,43.0,1.0
16512.png,24.0,15.0,62.0,19.0,77.0,43.0,9.0
16513.png,21.0,10.0,25.0,1.0,35.0,22.0,7.0
16514.png,38.0,14.0,44.0,9.0,58.0,47.0,1.0
16514.png,38.0,25.0,62.0,10.0,87.0,48.0,3.0
16515.png,20.0,8.0,16.0,2.0,24.0,22.0,3.0
16515.png,20.0,7.0,25.0,1.0,32.0,21.0,8.0
16516.png,47.0,18.0,42.0,2.0,60.0,49.0,8.0
16516.png,47.0,23.0,60.0,5.0,83.0,52.0,10.0
16517.png,19.0,12.0,36.0,13.0,48.0,32.0,2.0
16517.png,19.0,10.0,47.0,11.0,57.0,30.0,4.0
16518.png,39.0,18.0,110.0,17.0,128.0,56.0,4.0
16518.png,39.0,22.0,127.0,18.0,149.0,57.0,3.0
16518.png,39.0,19.0,149.0,18.0,168.0,57.0,3.0
16519.png,40.0,28.0,43.0,12.0,71.0,52.0,4.0
16520.png,18.0,9.0,24.0,4.0,33.0,22.0,1.0
16520.png,18.0,6.0,32.0,3.0,38.0,21.0,1.0
16521.png,42.0,28.0,224.0,51.0,252.0,93.0,7.0
16521.png,42.0,26.0,248.0,51.0,274.0,93.0,4.0
16521.png,42.0,26.0,267.0,51.0,293.0,93.0,4.0
16522.png,21.0,10.0,46.0,15.0,56.0,36.0,4.0
16522.png,21.0,10.0,58.0,14.0,68.0,35.0,9.0
16522.png,21.0,11.0,69.0,14.0,80.0,35.0,2.0
16523.png,22.0,10.0,30.0,7.0,40.0,29.0,9.0
16523.png,22.0,10.0,38.0,7.0,48.0,29.0,5.0
16524.png,35.0,10.0,27.0,3.0,37.0,38.0,1.0
16524.png,35.0,15.0,38.0,4.0,53.0,39.0,7.0
16525.png,35.0,21.0,37.0,6.0,58.0,41.0,4.0
16526.png,17.0,12.0,17.0,4.0,29.0,21.0,2.0
16526.png,17.0,9.0,27.0,2.0,36.0,19.0,7.0
16527.png,23.0,9.0,23.0,2.0,32.0,25.0,2.0
16527.png,23.0,10.0,33.0,2.0,43.0,25.0,10.0
16528.png,25.0,14.0,38.0,9.0,52.0,34.0,2.0
16528.png,25.0,13.0,59.0,8.0,72.0,33.0,7.0
16528.png,25.0,6.0,72.0,10.0,78.0,35.0,1.0
16529.png,20.0,6.0,25.0,6.0,31.0,26.0,1.0
16529.png,20.0,8.0,29.0,4.0,37.0,24.0,4.0
16530.png,19.0,11.0,21.0,2.0,32.0,21.0,3.0
16530.png,19.0,10.0,34.0,4.0,44.0,23.0,4.0
16531.png,21.0,4.0,39.0,10.0,43.0,31.0,1.0
16531.png,21.0,6.0,46.0,9.0,52.0,30.0,1.0
16532.png,31.0,14.0,45.0,8.0,59.0,39.0,2.0
16532.png,31.0,18.0,63.0,12.0,81.0,43.0,4.0
16532.png,31.0,16.0,84.0,10.0,100.0,41.0,4.0
16533.png,39.0,13.0,76.0,51.0,89.0,90.0,1.0
16533.png,39.0,16.0,93.0,46.0,109.0,85.0,1.0
16533.png,39.0,24.0,111.0,40.0,135.0,79.0,7.0
16534.png,87.0,48.0,95.0,20.0,143.0,107.0,5.0
16535.png,27.0,11.0,25.0,1.0,36.0,28.0,1.0
16535.png,27.0,13.0,36.0,2.0,49.0,29.0,3.0
16535.png,27.0,13.0,47.0,3.0,60.0,30.0,6.0
16536.png,21.0,6.0,20.0,4.0,26.0,25.0,1.0
16536.png,21.0,9.0,27.0,3.0,36.0,24.0,4.0
16537.png,29.0,17.0,25.0,2.0,42.0,31.0,2.0
16537.png,29.0,16.0,41.0,3.0,57.0,32.0,2.0
16538.png,39.0,21.0,40.0,2.0,61.0,41.0,9.0
16539.png,58.0,33.0,50.0,7.0,83.0,65.0,1.0
16540.png,30.0,13.0,27.0,1.0,40.0,31.0,3.0
16540.png,30.0,14.0,39.0,2.0,53.0,32.0,5.0
16541.png,14.0,11.0,28.0,9.0,39.0,23.0,2.0
16542.png,25.0,7.0,35.0,7.0,42.0,32.0,1.0
16542.png,25.0,8.0,43.0,7.0,51.0,32.0,1.0
16542.png,25.0,10.0,53.0,6.0,63.0,31.0,8.0
16543.png,55.0,19.0,56.0,8.0,75.0,63.0,3.0
16543.png,55.0,20.0,71.0,7.0,91.0,62.0,5.0
16544.png,21.0,10.0,30.0,8.0,40.0,29.0,2.0
16544.png,21.0,11.0,41.0,10.0,52.0,31.0,5.0
16544.png,21.0,10.0,53.0,9.0,63.0,30.0,9.0
16544.png,21.0,8.0,65.0,9.0,73.0,30.0,4.0
16545.png,25.0,17.0,27.0,4.0,44.0,29.0,2.0
16545.png,25.0,16.0,40.0,4.0,56.0,29.0,9.0
16545.png,25.0,14.0,57.0,2.0,71.0,27.0,4.0
16546.png,28.0,14.0,30.0,7.0,44.0,35.0,3.0
16546.png,28.0,11.0,43.0,3.0,54.0,31.0,9.0
16547.png,26.0,7.0,45.0,10.0,52.0,36.0,1.0
16547.png,26.0,9.0,53.0,11.0,62.0,37.0,1.0
16547.png,26.0,10.0,61.0,11.0,71.0,37.0,1.0
16548.png,18.0,8.0,19.0,3.0,27.0,21.0,3.0
16548.png,18.0,11.0,26.0,3.0,37.0,21.0,5.0
16549.png,19.0,9.0,29.0,10.0,38.0,29.0,9.0
16549.png,19.0,10.0,40.0,9.0,50.0,28.0,5.0
16550.png,35.0,23.0,123.0,33.0,146.0,68.0,2.0
16550.png,35.0,18.0,137.0,26.0,155.0,61.0,1.0
16550.png,35.0,20.0,145.0,25.0,165.0,60.0,6.0
16551.png,57.0,33.0,144.0,26.0,177.0,83.0,5.0
16551.png,57.0,39.0,170.0,14.0,209.0,71.0,6.0
16552.png,26.0,9.0,30.0,6.0,39.0,32.0,2.0
16552.png,26.0,9.0,37.0,4.0,46.0,30.0,5.0
16552.png,26.0,12.0,44.0,3.0,56.0,29.0,5.0
16553.png,40.0,23.0,50.0,10.0,73.0,50.0,2.0
16553.png,40.0,22.0,73.0,5.0,95.0,45.0,10.0
16554.png,46.0,27.0,59.0,17.0,86.0,63.0,5.0
16554.png,46.0,22.0,84.0,16.0,106.0,62.0,5.0
16554.png,46.0,28.0,104.0,16.0,132.0,62.0,5.0
16555.png,22.0,12.0,23.0,4.0,35.0,26.0,7.0
16555.png,22.0,10.0,37.0,5.0,47.0,27.0,3.0
16556.png,19.0,10.0,35.0,9.0,45.0,28.0,6.0
16557.png,34.0,12.0,33.0,4.0,45.0,38.0,5.0
16557.png,34.0,9.0,44.0,5.0,53.0,39.0,1.0
16558.png,33.0,18.0,31.0,1.0,49.0,34.0,5.0
16558.png,33.0,10.0,57.0,1.0,67.0,34.0,9.0
16559.png,33.0,10.0,43.0,8.0,53.0,41.0,1.0
16559.png,33.0,13.0,55.0,8.0,68.0,41.0,1.0
16559.png,33.0,21.0,69.0,8.0,90.0,41.0,6.0
16560.png,17.0,9.0,25.0,8.0,34.0,25.0,4.0
16561.png,14.0,6.0,19.0,5.0,25.0,19.0,4.0
16561.png,14.0,7.0,25.0,5.0,32.0,19.0,2.0
16562.png,43.0,23.0,50.0,15.0,73.0,58.0,4.0
16562.png,43.0,24.0,71.0,15.0,95.0,58.0,9.0
16563.png,34.0,10.0,31.0,2.0,41.0,36.0,2.0
16563.png,34.0,15.0,41.0,2.0,56.0,36.0,2.0
16564.png,35.0,15.0,28.0,1.0,43.0,36.0,1.0
16564.png,35.0,21.0,38.0,2.0,59.0,37.0,3.0
16564.png,35.0,23.0,55.0,1.0,78.0,36.0,5.0
16565.png,24.0,13.0,32.0,8.0,45.0,32.0,3.0
16566.png,23.0,11.0,28.0,7.0,39.0,30.0,5.0
16566.png,23.0,9.0,40.0,10.0,49.0,33.0,7.0
16567.png,37.0,17.0,28.0,1.0,45.0,38.0,2.0
16567.png,37.0,9.0,43.0,1.0,52.0,38.0,1.0
16568.png,45.0,27.0,30.0,1.0,57.0,46.0,4.0
16568.png,45.0,25.0,57.0,1.0,82.0,46.0,3.0
16569.png,21.0,7.0,21.0,2.0,28.0,23.0,3.0
16570.png,20.0,10.0,47.0,17.0,57.0,37.0,4.0
16570.png,20.0,8.0,57.0,18.0,65.0,38.0,2.0
16570.png,20.0,10.0,65.0,14.0,75.0,34.0,3.0
16571.png,18.0,11.0,15.0,1.0,26.0,19.0,7.0
16572.png,27.0,17.0,21.0,2.0,38.0,29.0,2.0
16572.png,27.0,12.0,37.0,2.0,49.0,29.0,7.0
16572.png,27.0,11.0,48.0,2.0,59.0,29.0,5.0
16573.png,18.0,10.0,16.0,1.0,26.0,19.0,4.0
16573.png,18.0,9.0,26.0,1.0,35.0,19.0,3.0
16574.png,31.0,9.0,31.0,4.0,40.0,35.0,1.0
16574.png,31.0,14.0,40.0,3.0,54.0,34.0,6.0
16574.png,31.0,9.0,55.0,5.0,64.0,36.0,1.0
16575.png,44.0,8.0,75.0,19.0,83.0,63.0,1.0
16575.png,44.0,7.0,84.0,22.0,91.0,66.0,1.0
16575.png,44.0,13.0,92.0,15.0,105.0,59.0,3.0
16576.png,13.0,8.0,15.0,1.0,23.0,14.0,8.0
16576.png,13.0,8.0,22.0,2.0,30.0,15.0,10.0
16577.png,21.0,13.0,29.0,3.0,42.0,24.0,3.0
16577.png,21.0,9.0,41.0,3.0,50.0,24.0,4.0
16578.png,60.0,43.0,56.0,8.0,99.0,68.0,6.0
16578.png,60.0,42.0,104.0,6.0,146.0,66.0,8.0
16579.png,34.0,11.0,48.0,13.0,59.0,47.0,4.0
16579.png,34.0,12.0,59.0,14.0,71.0,48.0,3.0
16580.png,50.0,23.0,40.0,1.0,63.0,51.0,1.0
16580.png,50.0,30.0,65.0,5.0,95.0,55.0,9.0
16581.png,22.0,6.0,24.0,4.0,30.0,26.0,1.0
16581.png,22.0,9.0,32.0,4.0,41.0,26.0,3.0
16582.png,15.0,9.0,16.0,1.0,25.0,16.0,4.0
16582.png,15.0,8.0,24.0,1.0,32.0,16.0,7.0
16582.png,15.0,8.0,31.0,1.0,39.0,16.0,3.0
16583.png,31.0,18.0,35.0,7.0,53.0,38.0,7.0
16583.png,31.0,19.0,53.0,5.0,72.0,36.0,10.0
16584.png,16.0,10.0,21.0,4.0,31.0,20.0,1.0
16584.png,16.0,8.0,28.0,4.0,36.0,20.0,9.0
16584.png,16.0,15.0,34.0,5.0,49.0,21.0,6.0
16584.png,16.0,17.0,34.0,14.0,51.0,30.0,9.0
16585.png,42.0,33.0,30.0,4.0,63.0,46.0,5.0
16586.png,21.0,13.0,22.0,4.0,35.0,25.0,3.0
16586.png,21.0,11.0,34.0,4.0,45.0,25.0,7.0
16587.png,39.0,17.0,38.0,8.0,55.0,47.0,3.0
16587.png,39.0,6.0,55.0,9.0,61.0,48.0,1.0
16587.png,39.0,12.0,63.0,9.0,75.0,48.0,8.0
16588.png,22.0,7.0,35.0,66.0,42.0,88.0,1.0
16588.png,22.0,13.0,43.0,67.0,56.0,89.0,10.0
16588.png,22.0,14.0,55.0,67.0,69.0,89.0,10.0
16589.png,98.0,56.0,120.0,19.0,176.0,117.0,1.0
16589.png,98.0,53.0,176.0,33.0,229.0,131.0,9.0
16589.png,98.0,117.0,232.0,98.0,349.0,196.0,6.0
16589.png,98.0,112.0,246.0,33.0,358.0,131.0,9.0
16590.png,16.0,8.0,22.0,4.0,30.0,20.0,2.0
16590.png,16.0,8.0,29.0,6.0,37.0,22.0,3.0
16591.png,56.0,19.0,60.0,14.0,79.0,70.0,1.0
16592.png,31.0,11.0,39.0,9.0,50.0,40.0,2.0
16592.png,31.0,10.0,47.0,9.0,57.0,40.0,7.0
16592.png,31.0,12.0,59.0,15.0,71.0,46.0,5.0
16593.png,31.0,14.0,28.0,1.0,42.0,32.0,5.0
16593.png,31.0,14.0,41.0,2.0,55.0,33.0,5.0
16594.png,15.0,8.0,22.0,6.0,30.0,21.0,2.0
16595.png,14.0,7.0,13.0,3.0,20.0,17.0,3.0
16595.png,14.0,6.0,20.0,3.0,26.0,17.0,2.0
16596.png,25.0,15.0,35.0,25.0,50.0,50.0,2.0
16596.png,25.0,12.0,50.0,15.0,62.0,40.0,5.0
16596.png,25.0,11.0,62.0,9.0,73.0,34.0,7.0
16597.png,28.0,11.0,62.0,19.0,73.0,47.0,5.0
16597.png,28.0,10.0,73.0,15.0,83.0,43.0,1.0
16597.png,28.0,11.0,82.0,16.0,93.0,44.0,9.0
16598.png,17.0,9.0,37.0,11.0,46.0,28.0,4.0
16598.png,17.0,9.0,44.0,11.0,53.0,28.0,2.0
16598.png,17.0,9.0,52.0,12.0,61.0,29.0,10.0
16599.png,20.0,8.0,23.0,3.0,31.0,23.0,4.0
16599.png,20.0,8.0,30.0,3.0,38.0,23.0,8.0
16600.png,14.0,11.0,16.0,5.0,27.0,19.0,2.0
16600.png,14.0,6.0,28.0,6.0,34.0,20.0,1.0
16601.png,26.0,7.0,29.0,5.0,36.0,31.0,1.0
16601.png,26.0,13.0,36.0,3.0,49.0,29.0,2.0
16602.png,17.0,9.0,47.0,16.0,56.0,33.0,2.0
16602.png,17.0,7.0,55.0,16.0,62.0,33.0,3.0
16602.png,17.0,9.0,62.0,17.0,71.0,34.0,5.0
16603.png,24.0,16.0,36.0,9.0,52.0,33.0,5.0
16603.png,24.0,14.0,48.0,10.0,62.0,34.0,6.0
16603.png,24.0,14.0,61.0,13.0,75.0,37.0,3.0
16603.png,24.0,14.0,71.0,11.0,85.0,35.0,2.0
16604.png,23.0,11.0,28.0,7.0,39.0,30.0,4.0
16604.png,23.0,8.0,39.0,4.0,47.0,27.0,8.0
16605.png,42.0,20.0,43.0,6.0,63.0,48.0,7.0
16606.png,35.0,18.0,35.0,7.0,53.0,42.0,7.0
16607.png,40.0,15.0,36.0,6.0,51.0,46.0,3.0
16607.png,40.0,17.0,51.0,5.0,68.0,45.0,9.0
16608.png,30.0,17.0,32.0,6.0,49.0,36.0,9.0
16608.png,30.0,14.0,49.0,10.0,63.0,40.0,7.0
16609.png,28.0,15.0,59.0,23.0,74.0,51.0,4.0
16609.png,28.0,16.0,72.0,19.0,88.0,47.0,4.0
16609.png,28.0,21.0,82.0,15.0,103.0,43.0,3.0
16610.png,61.0,27.0,57.0,14.0,84.0,75.0,4.0
16610.png,61.0,22.0,84.0,8.0,106.0,69.0,4.0
16611.png,18.0,11.0,30.0,9.0,41.0,27.0,1.0
16611.png,18.0,10.0,39.0,9.0,49.0,27.0,7.0
16611.png,18.0,11.0,48.0,8.0,59.0,26.0,8.0
